name,title,url,is_ad,pricing_unit,price,real_price,rating
B0C2S6TKTL,"Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29",/Motorola-Stylus-Unlocked-MPCamera-Cosmic/dp/B0C2S6TKTL/ref=sr_1_43?dib=eyJ2IjoiMSJ9.hDbRv01rqiZwOlru3UIwUt56apOi5W1ey67oiEB7GGxfJlmG0488sKrmxtxuZCMybUBRrW-WVd7gOR0zsPiFpcixU7MpcUUcCAy8vZIKBkrfrjFV1YcEkqeWtU3PnugzN-RY2zYtlMb_CDdw4M0abtQL7I-wo0teAaKdXfqOn0aZIfvQGQFxviPnlWFJjQW4lvhfCW3WbPmI9vhGJgt6kkkeTSzLThVF5O4OPhdDxfc.GSx1MK9MR4hHs99XiyuWrm_UAjxM3nZFf14c1LOio8M&dib_tag=se&keywords=phone&qid=1731402697&sr=8-43,False,$,229.99,399.99,4.2
B088NQXD8T,"Apple iPhone SE 2nd Generation, US Version, 64GB, Black - Unlocked (Renewed)",/Apple-iPhone-SE-64GB-Black/dp/B088NQXD8T/ref=sr_1_31?dib=eyJ2IjoiMSJ9.UVu6wxKCOHSMNSPmNTZJFOy0urFeHTsN5TT0J-HWaW31JCPUDbbkLIk7I52HQYPPMp3KnCCa_XY7E4T3m-Wq0OWWdO2RyjsX9JQlSdJZf_OOWOLHFDUA-6ECJBU1ijBnssKWDaVcM-_HEAkuOohPq8OqgiaPeI6xJvMJLS6iTFsCTe1FbiZ5dTkhNW7VjJFWarIP4V1heYTMkus3cplLE9namBuwJmLsDu_Rn5ui3KI.2KnvY3K3e8ocxvkTU1zA9vW4fiWNwn3xMuX7e4Hw1dI&dib_tag=se&keywords=phone&qid=1731402697&sr=8-31,False,$,119.0,156.86,4.2
B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_10?dib=eyJ2IjoiMSJ9.Wn0-seQH8boHXQmfsv2ncsJNBAv97Dp9f0voL5htuRdMtl6Z0U5I-AfMd5RK1HxrjBIK-PldOtRQCli5RtGcxaEyWGL6o5R1lC8poAMX4MUyJ1MC9nuiPmQ-Vgn-wOqAE4rSW2igzR_qL470vD9d8d5rinKOy8LuIIwn7MFsmFEkgRnixVNFE51_-lTZiv50FPVTXgJok2gNoPw90Jsc4USui1OW1cDTk5Kew8xPfV4.pEiXt0xhxNuvY-UDf1ifBmwBxLn2ifDqpgmjCpVqZZE&dib_tag=se&keywords=phone&qid=1731402697&sr=8-10,False,$,58.56,58.56,4.4
B0C22BRGLG,"OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7"" LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray",/OnePlus-Unlocked-Dual-SIM-Charging-Chromatic/dp/B0C22BRGLG/ref=sr_1_44?dib=eyJ2IjoiMSJ9.hDbRv01rqiZwOlru3UIwUt56apOi5W1ey67oiEB7GGxfJlmG0488sKrmxtxuZCMybUBRrW-WVd7gOR0zsPiFpcixU7MpcUUcCAy8vZIKBkrfrjFV1YcEkqeWtU3PnugzN-RY2zYtlMb_CDdw4M0abtQL7I-wo0teAaKdXfqOn0aZIfvQGQFxviPnlWFJjQW4lvhfCW3WbPmI9vhGJgt6kkkeTSzLThVF5O4OPhdDxfc.GSx1MK9MR4hHs99XiyuWrm_UAjxM3nZFf14c1LOio8M&dib_tag=se&keywords=phone&qid=1731402697&sr=8-44,False,$,299.99,299.99,4.3
B0CMDL3H3P,"SAMSUNG Galaxy S24 Ultra Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Zoom Camera, Long Battery Life, S Pen, US Version, 2024, Titanium Gray",/SAMSUNG-Smartphone-Unlocked-Android-Titanium/dp/B0CMDL3H3P/ref=sr_1_32?dib=eyJ2IjoiMSJ9.UVu6wxKCOHSMNSPmNTZJFOy0urFeHTsN5TT0J-HWaW31JCPUDbbkLIk7I52HQYPPMp3KnCCa_XY7E4T3m-Wq0OWWdO2RyjsX9JQlSdJZf_OOWOLHFDUA-6ECJBU1ijBnssKWDaVcM-_HEAkuOohPq8OqgiaPeI6xJvMJLS6iTFsCTe1FbiZ5dTkhNW7VjJFWarIP4V1heYTMkus3cplLE9namBuwJmLsDu_Rn5ui3KI.2KnvY3K3e8ocxvkTU1zA9vW4fiWNwn3xMuX7e4Hw1dI&dib_tag=se&keywords=phone&qid=1731402697&sr=8-32,False,$,1239.5,1299.99,4.5
B0CV4NQYFP,"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Navy",/SAMSUNG-A35-Unlocked-Smartphone-Expandable/dp/B0CV4NQYFP/ref=sr_1_11?dib=eyJ2IjoiMSJ9.Wn0-seQH8boHXQmfsv2ncsJNBAv97Dp9f0voL5htuRdMtl6Z0U5I-AfMd5RK1HxrjBIK-PldOtRQCli5RtGcxaEyWGL6o5R1lC8poAMX4MUyJ1MC9nuiPmQ-Vgn-wOqAE4rSW2igzR_qL470vD9d8d5rinKOy8LuIIwn7MFsmFEkgRnixVNFE51_-lTZiv50FPVTXgJok2gNoPw90Jsc4USui1OW1cDTk5Kew8xPfV4.pEiXt0xhxNuvY-UDf1ifBmwBxLn2ifDqpgmjCpVqZZE&dib_tag=se&keywords=phone&qid=1731402697&sr=8-11,False,$,324.99,399.99,4.4
B085TCRFST,"Alcatel 1 (16GB) 5.0"" Full View Display, Removable Battery, FM Radio, Dual SIM GSM Unlocked US & Global 4G LTE International Version 5033E (Bluish Black)",/Alcatel-Removable-Unlocked-International-5033E/dp/B085TCRFST/ref=sr_1_45?dib=eyJ2IjoiMSJ9.hDbRv01rqiZwOlru3UIwUt56apOi5W1ey67oiEB7GGxfJlmG0488sKrmxtxuZCMybUBRrW-WVd7gOR0zsPiFpcixU7MpcUUcCAy8vZIKBkrfrjFV1YcEkqeWtU3PnugzN-RY2zYtlMb_CDdw4M0abtQL7I-wo0teAaKdXfqOn0aZIfvQGQFxviPnlWFJjQW4lvhfCW3WbPmI9vhGJgt6kkkeTSzLThVF5O4OPhdDxfc.GSx1MK9MR4hHs99XiyuWrm_UAjxM3nZFf14c1LOio8M&dib_tag=se&keywords=phone&qid=1731402697&sr=8-45,False,$,54.99,54.99,3.5
B084KS5WYC,Samsung Galaxy A10e 32GB A102U GSM Unlocked Phone - Black (Renewed),/Samsung-Galaxy-A102U-Unlocked-Phone/dp/B084KS5WYC/ref=sr_1_33?dib=eyJ2IjoiMSJ9.UVu6wxKCOHSMNSPmNTZJFOy0urFeHTsN5TT0J-HWaW31JCPUDbbkLIk7I52HQYPPMp3KnCCa_XY7E4T3m-Wq0OWWdO2RyjsX9JQlSdJZf_OOWOLHFDUA-6ECJBU1ijBnssKWDaVcM-_HEAkuOohPq8OqgiaPeI6xJvMJLS6iTFsCTe1FbiZ5dTkhNW7VjJFWarIP4V1heYTMkus3cplLE9namBuwJmLsDu_Rn5ui3KI.2KnvY3K3e8ocxvkTU1zA9vW4fiWNwn3xMuX7e4Hw1dI&dib_tag=se&keywords=phone&qid=1731402697&sr=8-33,False,$,67.95,67.95,3.9
B0CHH1N9VY,"TracFone | Motorola Moto g Pure | Locked | 32GB | 4000 mAh Battery | 13 MP Dual Camera System | 6.5"" Max Vision HD+ Display | Blue",/TracFone-Motorola-Moto-Pure-32GB/dp/B0CHH1N9VY/ref=sr_1_12?dib=eyJ2IjoiMSJ9.Wn0-seQH8boHXQmfsv2ncsJNBAv97Dp9f0voL5htuRdMtl6Z0U5I-AfMd5RK1HxrjBIK-PldOtRQCli5RtGcxaEyWGL6o5R1lC8poAMX4MUyJ1MC9nuiPmQ-Vgn-wOqAE4rSW2igzR_qL470vD9d8d5rinKOy8LuIIwn7MFsmFEkgRnixVNFE51_-lTZiv50FPVTXgJok2gNoPw90Jsc4USui1OW1cDTk5Kew8xPfV4.pEiXt0xhxNuvY-UDf1ifBmwBxLn2ifDqpgmjCpVqZZE&dib_tag=se&keywords=phone&qid=1731402697&sr=8-12,False,$,49.99,49.99,4.2
B0BZ9XNBRB,Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB – Charcoal,/Google-Pixel-7a-Unlocked-Smartphone/dp/B0BZ9XNBRB/ref=sr_1_46?dib=eyJ2IjoiMSJ9.hDbRv01rqiZwOlru3UIwUt56apOi5W1ey67oiEB7GGxfJlmG0488sKrmxtxuZCMybUBRrW-WVd7gOR0zsPiFpcixU7MpcUUcCAy8vZIKBkrfrjFV1YcEkqeWtU3PnugzN-RY2zYtlMb_CDdw4M0abtQL7I-wo0teAaKdXfqOn0aZIfvQGQFxviPnlWFJjQW4lvhfCW3WbPmI9vhGJgt6kkkeTSzLThVF5O4OPhdDxfc.GSx1MK9MR4hHs99XiyuWrm_UAjxM3nZFf14c1LOio8M&dib_tag=se&keywords=phone&qid=1731402697&sr=8-46,False,$,339.0,499.0,4.3
B0D18SMB1X,"SAMSUNG Galaxy Z Fold 6 AI Cell Phone, 512GB Unlocked Android Smartphone, Circle to Search, Handsfree Live Interpreter, AI Photo Edits, Large Screen, 2024,US 1 Yr Manufacturer Warranty, Silver Shadow",/SAMSUNG-Smartphone-Handsfree-Interpreter-Manufacturer/dp/B0D18SMB1X/ref=sr_1_34?dib=eyJ2IjoiMSJ9.UVu6wxKCOHSMNSPmNTZJFOy0urFeHTsN5TT0J-HWaW31JCPUDbbkLIk7I52HQYPPMp3KnCCa_XY7E4T3m-Wq0OWWdO2RyjsX9JQlSdJZf_OOWOLHFDUA-6ECJBU1ijBnssKWDaVcM-_HEAkuOohPq8OqgiaPeI6xJvMJLS6iTFsCTe1FbiZ5dTkhNW7VjJFWarIP4V1heYTMkus3cplLE9namBuwJmLsDu_Rn5ui3KI.2KnvY3K3e8ocxvkTU1zA9vW4fiWNwn3xMuX7e4Hw1dI&dib_tag=se&keywords=phone&qid=1731402697&sr=8-34,False,$,1559.99,390.0,4.2
B0CGTD5KVT,"Google Pixel 8 - Unlocked Android Smartphone with Advanced Pixel Camera, 24-Hour Battery, and Powerful Security - Obsidian - 128 GB",/Google-Pixel-Unlocked-Smartphone-Advanced/dp/B0CGTD5KVT/ref=sr_1_13?dib=eyJ2IjoiMSJ9.Wn0-seQH8boHXQmfsv2ncsJNBAv97Dp9f0voL5htuRdMtl6Z0U5I-AfMd5RK1HxrjBIK-PldOtRQCli5RtGcxaEyWGL6o5R1lC8poAMX4MUyJ1MC9nuiPmQ-Vgn-wOqAE4rSW2igzR_qL470vD9d8d5rinKOy8LuIIwn7MFsmFEkgRnixVNFE51_-lTZiv50FPVTXgJok2gNoPw90Jsc4USui1OW1cDTk5Kew8xPfV4.pEiXt0xhxNuvY-UDf1ifBmwBxLn2ifDqpgmjCpVqZZE&dib_tag=se&keywords=phone&qid=1731402697&sr=8-13,False,$,399.0,699.0,4.3
B0CMPLN52T,"Apple iPhone 15, 128GB, Pink - Unlocked (Renewed)",/Apple-iPhone-15-128GB-Pink/dp/B0CMPLN52T/ref=sr_1_47?dib=eyJ2IjoiMSJ9.hDbRv01rqiZwOlru3UIwUt56apOi5W1ey67oiEB7GGxfJlmG0488sKrmxtxuZCMybUBRrW-WVd7gOR0zsPiFpcixU7MpcUUcCAy8vZIKBkrfrjFV1YcEkqeWtU3PnugzN-RY2zYtlMb_CDdw4M0abtQL7I-wo0teAaKdXfqOn0aZIfvQGQFxviPnlWFJjQW4lvhfCW3WbPmI9vhGJgt6kkkeTSzLThVF5O4OPhdDxfc.GSx1MK9MR4hHs99XiyuWrm_UAjxM3nZFf14c1LOio8M&dib_tag=se&keywords=phone&qid=1731402697&sr=8-47,False,$,614.97,614.97,4.4
B0DCLCPN9T,"SAMSUNG Galaxy S24 FE AI Phone, 128GB Unlocked Android Smartphone, High-Res 50MP Camera, Long Battery Life, Brighter Display Screen, US Version, 2024, US 1 Yr Manufacturer Warranty, Graphite",/SAMSUNG-Unlocked-Smartphone-High-Res-Manufacturer/dp/B0DCLCPN9T/ref=sr_1_14?dib=eyJ2IjoiMSJ9.Wn0-seQH8boHXQmfsv2ncsJNBAv97Dp9f0voL5htuRdMtl6Z0U5I-AfMd5RK1HxrjBIK-PldOtRQCli5RtGcxaEyWGL6o5R1lC8poAMX4MUyJ1MC9nuiPmQ-Vgn-wOqAE4rSW2igzR_qL470vD9d8d5rinKOy8LuIIwn7MFsmFEkgRnixVNFE51_-lTZiv50FPVTXgJok2gNoPw90Jsc4USui1OW1cDTk5Kew8xPfV4.pEiXt0xhxNuvY-UDf1ifBmwBxLn2ifDqpgmjCpVqZZE&dib_tag=se&keywords=phone&qid=1731402697&sr=8-14,False,$,552.49,649.99,4.7
B0CMZD7VCV,"Apple iPhone 15 Pro Max, 256GB, Natural Titanium - Unlocked (Renewed)",/Apple-iPhone-15-Pro-Max/dp/B0CMZD7VCV/ref=sr_1_35?dib=eyJ2IjoiMSJ9.UVu6wxKCOHSMNSPmNTZJFOy0urFeHTsN5TT0J-HWaW31JCPUDbbkLIk7I52HQYPPMp3KnCCa_XY7E4T3m-Wq0OWWdO2RyjsX9JQlSdJZf_OOWOLHFDUA-6ECJBU1ijBnssKWDaVcM-_HEAkuOohPq8OqgiaPeI6xJvMJLS6iTFsCTe1FbiZ5dTkhNW7VjJFWarIP4V1heYTMkus3cplLE9namBuwJmLsDu_Rn5ui3KI.2KnvY3K3e8ocxvkTU1zA9vW4fiWNwn3xMuX7e4Hw1dI&dib_tag=se&keywords=phone&qid=1731402697&sr=8-35,False,$,859.95,970.0,4.0
B09BM2FZ3M,"OnePlus Nord N200 | 5G Unlocked U.S Version | 6.49"" Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera (Unlocked) (Renewed)",/OnePlus-T-mobile-Unlocked-Version-Charging/dp/B09BM2FZ3M/ref=sr_1_48?dib=eyJ2IjoiMSJ9.hDbRv01rqiZwOlru3UIwUt56apOi5W1ey67oiEB7GGxfJlmG0488sKrmxtxuZCMybUBRrW-WVd7gOR0zsPiFpcixU7MpcUUcCAy8vZIKBkrfrjFV1YcEkqeWtU3PnugzN-RY2zYtlMb_CDdw4M0abtQL7I-wo0teAaKdXfqOn0aZIfvQGQFxviPnlWFJjQW4lvhfCW3WbPmI9vhGJgt6kkkeTSzLThVF5O4OPhdDxfc.GSx1MK9MR4hHs99XiyuWrm_UAjxM3nZFf14c1LOio8M&dib_tag=se&keywords=phone&qid=1731402697&sr=8-48,False,$,84.95,84.95,4.1
B09BFRV59N,"SAMSUNG Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display Screen, Pro Grade Camera, All Day Intelligent Battery, US Version, 2022, White",/Samsung-Factory-Unlocked-Smartphone-Intelligent/dp/B09BFRV59N/ref=sr_1_15?dib=eyJ2IjoiMSJ9.Wn0-seQH8boHXQmfsv2ncsJNBAv97Dp9f0voL5htuRdMtl6Z0U5I-AfMd5RK1HxrjBIK-PldOtRQCli5RtGcxaEyWGL6o5R1lC8poAMX4MUyJ1MC9nuiPmQ-Vgn-wOqAE4rSW2igzR_qL470vD9d8d5rinKOy8LuIIwn7MFsmFEkgRnixVNFE51_-lTZiv50FPVTXgJok2gNoPw90Jsc4USui1OW1cDTk5Kew8xPfV4.pEiXt0xhxNuvY-UDf1ifBmwBxLn2ifDqpgmjCpVqZZE&dib_tag=se&keywords=phone&qid=1731402697&sr=8-15,False,$,320.0,599.99,4.5
B09VD33WHW,Samsung Galaxy S22 Ultra 5G Unlocked - 128GB - Black (Renewed),/Samsung-Galaxy-S22-5G-Unlocked/dp/B09VD33WHW/ref=sr_1_36?dib=eyJ2IjoiMSJ9.UVu6wxKCOHSMNSPmNTZJFOy0urFeHTsN5TT0J-HWaW31JCPUDbbkLIk7I52HQYPPMp3KnCCa_XY7E4T3m-Wq0OWWdO2RyjsX9JQlSdJZf_OOWOLHFDUA-6ECJBU1ijBnssKWDaVcM-_HEAkuOohPq8OqgiaPeI6xJvMJLS6iTFsCTe1FbiZ5dTkhNW7VjJFWarIP4V1heYTMkus3cplLE9namBuwJmLsDu_Rn5ui3KI.2KnvY3K3e8ocxvkTU1zA9vW4fiWNwn3xMuX7e4Hw1dI&dib_tag=se&keywords=phone&qid=1731402697&sr=8-36,False,$,398.0,398.0,3.8
B07P6Y7954,"Apple iPhone XR, 64GB, Black - Unlocked (Renewed)",/Apple-iPhone-XR-Fully-Unlocked/dp/B07P6Y7954/ref=sr_1_16?dib=eyJ2IjoiMSJ9.Wn0-seQH8boHXQmfsv2ncsJNBAv97Dp9f0voL5htuRdMtl6Z0U5I-AfMd5RK1HxrjBIK-PldOtRQCli5RtGcxaEyWGL6o5R1lC8poAMX4MUyJ1MC9nuiPmQ-Vgn-wOqAE4rSW2igzR_qL470vD9d8d5rinKOy8LuIIwn7MFsmFEkgRnixVNFE51_-lTZiv50FPVTXgJok2gNoPw90Jsc4USui1OW1cDTk5Kew8xPfV4.pEiXt0xhxNuvY-UDf1ifBmwBxLn2ifDqpgmjCpVqZZE&dib_tag=se&keywords=phone&qid=1731402697&sr=8-16,False,$,169.48,169.48,4.4
B0CYL553BR,"STERKER Compatible with iPhone 13 Case, Full Body Rugged Floral Pattern Case with Built-in Touch Sensitive Screen Protector for Women Girls, Soft TPU Bumper Case for iPhone 13, Feather Rose Red",/sspa/click?ie=UTF8&spc=MTo2NjU3OTI4NDY2MDEyMjk6MTczMTQwMjY5NzpzcF9zZWFyY2hfdGhlbWF0aWNfYnRmOjMwMDQ2NDE2MjA2NjAwMjo6MDo6&url=%2FSTERKER-Compatible-Pattern-Sensitive-Protector%2Fdp%2FB0CYL553BR%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%253Aamzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%26cv_ct_cx%3Dphone%26dib%3DeyJ2IjoiMSJ9.-Q8cO9JaepQ7N_2cn5vw3LYidteeubSoSXFT5oi0sQ5l6p9vBKHnni4JFNj4_NMo0q9VZOPzfRxN2wBLLoqYcQ.R1Q-wahuVr74OuBn-Eu73Yc1vO89sTr2XIg6Lw8lOHI%26dib_tag%3Dse%26keywords%3Dphone%26pd_rd_i%3DB0CYL553BR%26pd_rd_r%3D41c6acd2-b8c8-4a68-8690-d8e70dfed982%26pd_rd_w%3DAIhbu%26pd_rd_wg%3DZz8RM%26pf_rd_p%3D0894b7e3-a6d0-4415-80f5-c710cb6f141b%26pf_rd_r%3D9YAG6K82P5HRBJ5S0PMJ%26qid%3D1731402697%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,True,$,13.99,15.77,4.5
B09T78YM6N,"Cordking Designed for iPhone 13 Pro Max Case, Silicone Full Cover [Enhanced Camera Protection] Shockproof Protective Phone Case with [Soft Anti-Scratch Microfiber Lining], 6.7 inch, Red",/sspa/click?ie=UTF8&spc=MTo2NjU3OTI4NDY2MDEyMjk6MTczMTQwMjY5NzpzcF9zZWFyY2hfdGhlbWF0aWNfYnRmOjMwMDM4MjM4NDE1MDEwMjo6MTo6&url=%2FCordking-13-Protection-Shockproof-Anti-Scratch%2Fdp%2FB09T78YM6N%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%253Aamzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%26cv_ct_cx%3Dphone%26dib%3DeyJ2IjoiMSJ9.-Q8cO9JaepQ7N_2cn5vw3LYidteeubSoSXFT5oi0sQ5l6p9vBKHnni4JFNj4_NMo0q9VZOPzfRxN2wBLLoqYcQ.R1Q-wahuVr74OuBn-Eu73Yc1vO89sTr2XIg6Lw8lOHI%26dib_tag%3Dse%26keywords%3Dphone%26pd_rd_i%3DB09T78YM6N%26pd_rd_r%3D41c6acd2-b8c8-4a68-8690-d8e70dfed982%26pd_rd_w%3DAIhbu%26pd_rd_wg%3DZz8RM%26pf_rd_p%3D0894b7e3-a6d0-4415-80f5-c710cb6f141b%26pf_rd_r%3D9YAG6K82P5HRBJ5S0PMJ%26qid%3D1731402697%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,True,$,16.98,16.98,4.6
B0CMD21H2V,"ZIYE Magnetic for iPhone 14 Case with Stand[Compatible with MagSafe]，Shockproof Magnetic Kickstand Slim Translucent Cover for iPhone 14 Case with Ring Stand,Blue",/sspa/click?ie=UTF8&spc=MTo2NjU3OTI4NDY2MDEyMjk6MTczMTQwMjY5NzpzcF9zZWFyY2hfdGhlbWF0aWNfYnRmOjMwMDUxNDM2NDkwMDEwMjo6Mjo6&url=%2FZIYE-Compatible-%25EF%25BC%258CShockproof-Kickstand-Translucent%2Fdp%2FB0CMD21H2V%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%253Aamzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%26cv_ct_cx%3Dphone%26dib%3DeyJ2IjoiMSJ9.-Q8cO9JaepQ7N_2cn5vw3LYidteeubSoSXFT5oi0sQ5l6p9vBKHnni4JFNj4_NMo0q9VZOPzfRxN2wBLLoqYcQ.R1Q-wahuVr74OuBn-Eu73Yc1vO89sTr2XIg6Lw8lOHI%26dib_tag%3Dse%26keywords%3Dphone%26pd_rd_i%3DB0CMD21H2V%26pd_rd_r%3D41c6acd2-b8c8-4a68-8690-d8e70dfed982%26pd_rd_w%3DAIhbu%26pd_rd_wg%3DZz8RM%26pf_rd_p%3D0894b7e3-a6d0-4415-80f5-c710cb6f141b%26pf_rd_r%3D9YAG6K82P5HRBJ5S0PMJ%26qid%3D1731402697%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-3-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,True,$,17.99,17.99,4.1
B094FGSW1Y,"Magnetic Case for iPhone 12 Case and iPhone 12 Pro Case Clear Glitter - Compatible with MagSafe Charger Phone Case for Women Girls, Full-Body Shockproof Protective Case Cover 6.1 inch",/sspa/click?ie=UTF8&spc=MTo2NjU3OTI4NDY2MDEyMjk6MTczMTQwMjY5NzpzcF9zZWFyY2hfdGhlbWF0aWNfYnRmOjMwMDUyNzUzNTQ0NzkwMjo6Mzo6&url=%2FMagnetic-Case-iPhone-Clear-Glitter%2Fdp%2FB094FGSW1Y%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%253Aamzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%26cv_ct_cx%3Dphone%26dib%3DeyJ2IjoiMSJ9.-Q8cO9JaepQ7N_2cn5vw3LYidteeubSoSXFT5oi0sQ5l6p9vBKHnni4JFNj4_NMo0q9VZOPzfRxN2wBLLoqYcQ.R1Q-wahuVr74OuBn-Eu73Yc1vO89sTr2XIg6Lw8lOHI%26dib_tag%3Dse%26keywords%3Dphone%26pd_rd_i%3DB094FGSW1Y%26pd_rd_r%3D41c6acd2-b8c8-4a68-8690-d8e70dfed982%26pd_rd_w%3DAIhbu%26pd_rd_wg%3DZz8RM%26pf_rd_p%3D0894b7e3-a6d0-4415-80f5-c710cb6f141b%26pf_rd_r%3D9YAG6K82P5HRBJ5S0PMJ%26qid%3D1731402697%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,True,$,9.99,9.99,4.4
B09D3987FT,"NGB Compatible with iPhone 11 Case with Tempered Glass Screen Protector, Ring Holder/Wrist Strap, Girls Women Liquid Bling Sparkle Floating Glitter Cute Phone Case (Pink/Aqua)",/sspa/click?ie=UTF8&spc=MTo2NjU3OTI4NDY2MDEyMjk6MTczMTQwMjY5NzpzcF9zZWFyY2hfdGhlbWF0aWNfYnRmOjIwMDA5NDI3OTQzODY2MTo6NDo6&url=%2FNGB-Compatible-Tempered-Protector-Quicksand%2Fdp%2FB09D3987FT%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%253Aamzn1.sym.0894b7e3-a6d0-4415-80f5-c710cb6f141b%26cv_ct_cx%3Dphone%26dib%3DeyJ2IjoiMSJ9.-Q8cO9JaepQ7N_2cn5vw3LYidteeubSoSXFT5oi0sQ5l6p9vBKHnni4JFNj4_NMo0q9VZOPzfRxN2wBLLoqYcQ.R1Q-wahuVr74OuBn-Eu73Yc1vO89sTr2XIg6Lw8lOHI%26dib_tag%3Dse%26keywords%3Dphone%26pd_rd_i%3DB09D3987FT%26pd_rd_r%3D41c6acd2-b8c8-4a68-8690-d8e70dfed982%26pd_rd_w%3DAIhbu%26pd_rd_wg%3DZz8RM%26pf_rd_p%3D0894b7e3-a6d0-4415-80f5-c710cb6f141b%26pf_rd_r%3D9YAG6K82P5HRBJ5S0PMJ%26qid%3D1731402697%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-5-2ce85fbe-2281-435c-ad39-d4a3c51e67ed-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1,True,$,9.98,9.98,4.5
B0D7HWR5QG,"Google Pixel 9 Pro XL - Unlocked Android Smartphone with Gemini, Triple Rear Camera System, 24-Hour Battery, and 6.8"" Super Actua Display - Obsidian - 256 GB",/Google-Pixel-Pro-XL-Smartphone/dp/B0D7HWR5QG/ref=sr_1_51?dib=eyJ2IjoiMSJ9.5FvbILRD2jF6kDqmgk3cJH6fD9fzkJQvzKWMrfldmTzaj_naj0fvdY30txHlWxTPL3bWca1gxnPgBqK_0psmxhM1VaWBCL5N6hIr5tAcPfcP6i1wD9_kNrb0yy_ERq7PkjjBiP7o5b8C_oc1uMJuzDACWVHeXEnUUK8xNd0FzmcHoczLn3hV5XnbcGowcYjjJ-soN5smWxRR4zW2uhXw4i4oEPLO_hAr-ful4WgfGSM.iypT_ukTbf0I7eU_80mBpv09irMhmb45KDyS8yiOb8M&dib_tag=se&keywords=phone&qid=1731402704&sr=8-51,False,$,1199.0,1199.0,4.4
